Plant,SaleMan,Customer,Item,Description,ค่าเผื่อ,Back Order,Safety,สต็อก,มีพีโอ,เกินพีโอ,ผลิตล่าสุด,ขายล่าสุด,อายุ,Reason (ที่มา),Action (วิธีการ),Remarks,Commit Date,Planning Remarks
P2/2,กระสอบขาว,กระสอบขาว,G91-01-001-76086-100-00-1250-1,กระสอบขาวแทรคฟ้า 76*86 ซม.ไม่พิมพ์,#DIV/0!,,,"11,365",0,"11,365",26/07/2024,15/01/2025,เกินปี,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บมจ. น้ำมันพืชไทย คุณภูมิดล : รอออเดอร์ถัดไป,31/03/2026 0:00, ผลิตตัดเกิน Job สั่งผลิต
P2/2,กระสอบขาว,กระสอบขาว,G91-01-001-76105-100-00-0914-1,กระสอบขาว 76*105 ซม.ไม่พิมพ์,#DIV/0!,0,"23,978","26,038","23,978","2,060",01/08/2025,19/11/2025,7-8 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,"คุณ วรารัตน์  สุภะเสถียร คุณรณชัย : เดิมเป็นของ บมจ. น้ำมันพืชไทย ผมขอลูกค้าคุณวรารัตน์มาช่วยเคลียร์ Aging  สามารถขายได้ประมาณครั้งละ 5,000 ใบ ออกช้าแต่มีขายเรื่อยๆครับ",01/12/2026 0:00,-
P2/2,กระสอบขาว,กระสอบขาว,G91-01-001-76112-100-00-1247-1,กระสอบขาว 76x112 ซม.ไม่พิมพ์,#DIV/0!,,,57,0,57,28/01/2024,29/01/2024,เกินปี,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,7. ขายเกรดบี,บมจ. น้ำมันพืชไทย คุณภูมิดล : ลูกค้ายกเลิกการใช้,31/01/2026 0:00, ผลิตตัดเกิน job
P2/2,กระสอบขาว,กระสอบขาว,G91-01-001-76116-100-00-0727-1,กระสอบขาว 76x116,,"10,000",,"10,000","10,000",0,29/01/2026,26/01/2026,ไม่เกิน 30 วัน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,ยกเลิก Safety ไม่ คีย์ co รองรับ,, ตัดเกินยอดสั่งผลิต
P2/2,กระสอบขาว,กระสอบขาว,G91-01-001-76137-100-00-0058-1,กระสอบพลาสติก,#DIV/0!,"12,430",,"12,430","12,430",0,11/10/2023,05/01/2024,เกินปี,12. มีพีโอ ลูกค้ายังไม่รับสินค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,,,-
P2/2,กระสอบขาว,กระสอบขาว,G91-01-002-41061-100-00-0028-1,กระสอบทอขาวสลับแดง 41x61 ซม.,-1,"80,000",,"109,455","80,000","29,455",27/11/2025,15/01/2026,2-4 เดือน,,,,, ตัดเกิน job สั่งผลิต
P2/2,กระสอบขาว,กระสอบขาว,G91-01-002-41061-100-00-0029-1,กระสอบทอขาวสลับฟ้า 41x61 ซม.,-1,"96,820",,"81,503","81,503",0,20/11/2025,15/01/2026,2-4 เดือน,23. มีพีโอส่งตามดิวในระบบ,1. มีพีโอผลักดันส่งมอบลูกค้า,,, งานเกินจากค่าเผื่อ
P2/2,กระสอบขาว,กระสอบขาว,G91-01-002-51091-100-00-0087-1,กระสอบขาวแถบแดง 51x91 ซม.V,-1,"292,000","200,000","393,987","393,987",0,18/12/2025,31/01/2026,2-4 เดือน,,,,, ฝ่ายขายปรับลด PO
P2/2,กระสอบขาว,กระสอบขาว,G91-01-002-51091-100-00-0088-1,กระสอบขาวแถบฟ้า 51x91 ซม.V,0,"154,000","200,000","319,740","319,740",0,18/12/2025,02/12/2025,2-4 เดือน,,,,, มีการแก้ไขยอดออเดอร์ 2512208706
P2/2,กระสอบขาว,กระสอบขาว,G91-01-002-58101-100-00-0051-1,กระสอบ 58*101 ซม. ไม่พิมพ์,#DIV/0!,,,500,0,500,19/01/2023,,เกินปี,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,7. ขายเกรดบี,หจก.พี.เอส.แอล.พลาสติก คุณเจี๊ยบ : ไม่มี PO ค้าง ล่าสุด 2022/2024 เคลียร์ออกได้เลยไม่ได้ใช้แล้ว ,02/02/2026 0:00,เครียร์ aging ที่เกินปี ตัดหมดม้วนเนื่องจาก ม้วนสต็อกปรับเข้ามาเพิ่ม ติดตามลูกค้าเปิด co เคลียร์
P2/2,กระสอบขาว,กระสอบขาว,G91-01-002-60094-200-00-0058-1,กระสอบทอสาน 60*94 ซม.ไม่พิมพ์,#DIV/0!,,,"4,000",0,"4,000",19/01/2023,28/12/2022,เกินปี,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,7. ขายเกรดบี,หจก.พี.เอส.แอล.พลาสติก คุณเจี๊ยบ : ไม่มี PO ค้าง ล่าสุด 2022/2024 เคลียร์ออกได้เลยไม่ได้ใช้แล้ว ,02/02/2026 0:00, เครียร์ aging ที่เกินปี ตัดหมดม้วนเนื่องจาก ม้วนสต็อกปรับเข้ามาเพิ่ม ติดตามลูกค้าเปิด PO เคลียร์
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-01-107-51099-100-00-0034-1,กส TK 511CV HPW ไก่เนื้อ P11 30kg,#DIV/0!,,,107,0,107,12/12/2025,13/12/2025,2-4 เดือน,17. ผลิตเกินค่า ( 0/-0),4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,," พิมพ์ควบ 2 เดือน เนื่อจากเปิดต่ำกว่า 5,000 ใบ จึงขอแอดมิน ขอเพิ่มยอดพิมพ์เพื่อขึ้นพิมพ์ม้วน"
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-01-107-51099-100-00-0035-1,กส TK 510V HPW ไก่เนื้อ P11 30kg,#DIV/0!,,,506,0,506,15/02/2026,18/02/2026,ไม่เกิน 30 วัน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,,30/11/2025 0:00,พิมพ์ควบ 2 เดือน เนื่อจากเปิดต่ำกว่า 5000 ใบ
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-01-111-51102-100-00-0370-1,กม.21 522N ไฮโปรไวท์ไก่ไข่ P11 AT 750D,#DIV/0!,"3,000",,"3,000","3,000",0,09/01/2026,10/02/2026,1 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,,,ผลิตเกิน CO เนื่องจากเปิด CO มาน้อย พิมพ์ควบ 1-2 เดือน
P2/2,ศตวรรษ,บมจ. ซีพีเอฟ (ประเทศไทย),G91-01-115-51102-100-00-0130-1,กส. KK 524N HPW ไก่ไข่ P1F 30kg-B,#DIV/0!,,,24,0,24,09/02/2026,11/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56088-120-00-0718-1,กต. 21-0-0+23S แดง (ASW) (P-R-G-R),+0/-0 (ใช้สายรัดสี แดง-เขียว-แดง),,,240,0,240,08/01/2026,12/02/2026,1 เดือน,,,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0695-1,กต.15-15-15+3.5Ca R (MID)-CAM (P-R-G-R),+0/-0 (ใช้สายรัดสี แดง-เขียว-แดง),,,900,0,900,25/07/2025,02/08/2025,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บจ. เจียไต๋ คุณศตวรรษ : ทะเบียน 67  รอเรียกเข้าสถานการณ์กัมพูชา,01/12/2026 0:00,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0696-1,กต.15-15-15+3.5Ca รัสเซีย(MID)(CT-R-B-R),+0/-0 (ใช้สายรัดสี แดง-น้ำเงิน-แดง),"61,000","500,000","475,823","475,823",0,20/02/2026,14/02/2026,ไม่เกิน 30 วัน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0697-1,กต.15-15-15+3.5Ca รัสเซีย(MID)(P-R-G-R),+0/-0 (ใช้สายรัดสี แดง-เขียว-แดง),,"200,000","207,324","200,000","7,324",22/10/2025,12/02/2026,5-6 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0698-1,กต.15-15-15+3.5Ca รัสเซีย(MID)(N-R-Y-R),+0/-0 (ใช้สายรัดสี แดง-เหลือง-แดง),,"350,000","378,190","350,000","28,190",07/11/2025,12/02/2026,2-4 เดือน,10. ทำสต๊อคไว้ ลูกค้ายังไม่รับสินค้า,2. กลุ่มสต๊อคเชฟตี้ ติดตามพีโอเพื่อส่งมอบสินค้า,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0699-1,กต.16-16-16+2.5Ca รัสเซีย มินู(CT-R-B-R),+0/-0 (ใช้สายรัดสี แดง-น้ำเงิน-แดง),,,422,0,422,28/09/2025,12/02/2026,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บจ. เจียไต๋ คุณศตวรรษ : รอ PO ลูกค้า เรียกเข้า ,30/04/2026 0:00,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0701-1,กต.16-16-16+2.5Ca รัสเซีย มินู(N-R-Y-R),+0/-0 (ใช้สายรัดสี แดง-เหลือง-แดง),,,459,0,459,01/10/2025,12/02/2026,5-6 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บจ. เจียไต๋ คุณศตวรรษ : รอ PO ลูกค้า เรียกเข้า ,30/04/2026 0:00,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0729-1,กต.0-0-60จอร์แดน ดิอาหรับ-เม็ด(CT-R-B-R),+0/-0 (ใช้สายรัดสี แดง-น้ำเงิน-แดง),"60,000",,"60,458","60,000",458,16/02/2026,16/12/2025,ไม่เกิน 30 วัน,,,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-56092-120-00-0730-1,กต.0-0-60จอร์แดน ดิอาหรับ-เม็ด(N-R-Y-R),+0/-0 (ใช้สายรัดสี แดง-เหลือง-แดง),"29,000",,"29,296","29,000",296,18/02/2026,12/02/2026,ไม่เกิน 30 วัน,,,,,-
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-58092-120-00-0600-1,กต.10-10-10 ถ.ฟ้า CT (TCCC) (CT-R-B-R),+0/-0 (ใช้สายรัดสี แดง-น้ำเงิน-แดง),,,"1,198",0,"1,198",20/07/2025,12/02/2026,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บจ. เจียไต๋ คุณศตวรรษ : รอ PO ลูกค้า เรียกเข้า ,30/03/2026 0:00,ผลิตเกินค่าเผื่อ
P2/2,ศตวรรษ,บจ. เจียไต๋,G91-01-200-58092-120-00-0655-1,กต16-20-0+0.5Ca+14S (KN)-CAM (P-BK-G-BK),+0/-0 (ใช้สายรัดสี ดำ-เขียว-ดำ),,,980,0,980,23/07/2025,29/07/2025,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,บจ. เจียไต๋ คุณศตวรรษ : ทะเบียน 66  รอเรียกเข้าสถานการณ์กัมพูชา,01/12/2026 0:00,-
